"","Level","Date","State FIPS","State Postal Code","County FIPS","County Name","Population Staying at Home","Population Not Staying at Home","Number of Trips","Number of Trips <1","Number of Trips 1-3","Number of Trips 3-5","Number of Trips 5-10","Number of Trips 10-25","Number of Trips 25-50","Number of Trips 50-100","Number of Trips 100-250","Number of Trips 250-500","Number of Trips >=500","Row ID"
"555","State",2020-10-06,"17","IL",NA,NA,3340381,9400699,42601590,10817465,10269204,4865122,6277201,6664719,2598657,759518,272887,59400,17417,"17-00000-20201006"
"556","State",2020-10-07,"17","IL",NA,NA,3175146,9565934,44576207,10871876,10798255,5251920,6677513,7115597,2745710,757846,277214,60573,19703,"17-00000-20201007"
"557","State",2020-10-08,"17","IL",NA,NA,3265630,9475450,41202150,10022294,9837405,4764483,6157318,6675263,2616828,753156,292187,62863,20353,"17-00000-20201008"
"558","State",2020-10-09,"17","IL",NA,NA,3257832,9483248,44098748,10417249,10684300,5244509,6738732,7017618,2737435,842097,335562,64559,16687,"17-00000-20201009"
"559","State",2020-10-10,"17","IL",NA,NA,3476844,9264236,41831011,9900293,10372241,5081793,6404554,6379829,2488094,836395,296659,55541,15612,"17-00000-20201010"
"560","State",2020-10-11,"17","IL",NA,NA,3595478,9145602,36264609,8823180,9024907,4335988,5376935,5331494,2126783,814852,349029,66029,15412,"17-00000-20201011"
"561","State",2020-10-12,"17","IL",NA,NA,3460234,9280846,38281048,9024364,9217170,4493113,5696349,6188710,2464316,791131,322004,67396,16495,"17-00000-20201012"
"562","State",2020-10-13,"17","IL",NA,NA,3281319,9459761,40761111,9931821,9787540,4678929,6142059,6484562,2593786,755911,295455,69381,21667,"17-00000-20201013"
"563","State",2020-10-14,"17","IL",NA,NA,3188067,9553013,41206089,10124474,9902819,4749127,6101183,6559568,2584188,764411,316175,75587,28557,"17-00000-20201014"
"564","State",2020-10-15,"17","IL",NA,NA,3322617,9418463,38482150,9158387,9254592,4451371,5719054,6245761,2489774,732317,320531,80571,29792,"17-00000-20201015"
"565","State",2020-10-16,"17","IL",NA,NA,3090668,9650412,43035050,10231703,10458853,5048208,6565030,6836286,2642305,807273,338475,76235,30682,"17-00000-20201016"
"566","State",2020-10-17,"17","IL",NA,NA,3400993,9340087,41343610,10025799,10427019,5007719,6279805,6094485,2332454,775461,308579,68193,24096,"17-00000-20201017"
"567","State",2020-10-18,"17","IL",NA,NA,3654613,9086467,34502301,8222522,8918186,4221674,5196216,4938018,1890856,684558,328378,76602,25291,"17-00000-20201018"
"568","State",2020-10-19,"17","IL",NA,NA,3300945,9440135,40205328,9734509,9853678,4724675,5958191,6322327,2497316,729468,290747,67688,26729,"17-00000-20201019"
"569","State",2020-10-20,"17","IL",NA,NA,3348460,9392620,39693882,9467590,9577295,4607821,5940213,6407246,2578793,732197,290372,68265,24090,"17-00000-20201020"
"570","State",2020-10-21,"17","IL",NA,NA,3417291,9323789,38654882,9063135,9339642,4531941,5782080,6238625,2540145,754999,303603,73960,26752,"17-00000-20201021"
"571","State",2020-10-22,"17","IL",NA,NA,3251152,9489928,41512249,10089452,10135860,4836581,6158329,6488954,2569281,817028,319797,71114,25853,"17-00000-20201022"
"572","State",2020-10-23,"17","IL",NA,NA,3125323,9615757,43468746,10203250,10795003,5157663,6599466,6783932,2632914,845239,350292,74931,26056,"17-00000-20201023"
"573","State",2020-10-24,"17","IL",NA,NA,3325621,9415459,44251419,10766339,11472140,5515399,6665347,6338882,2365016,774069,277355,56938,19934,"17-00000-20201024"
"574","State",2020-10-25,"17","IL",NA,NA,3527531,9213549,37468470,9398214,9780009,4597297,5549515,5097462,1927889,700080,324144,66919,26941,"17-00000-20201025"
"575","State",2020-10-26,"17","IL",NA,NA,3361667,9379413,39269864,9321350,9867594,4607013,5910895,6135745,2397290,677293,270604,57926,24154,"17-00000-20201026"
"576","State",2020-10-27,"17","IL",NA,NA,3318037,9423043,40196816,9538992,9950092,4746302,6077577,6313819,2492759,724297,271912,59399,21667,"17-00000-20201027"
"577","State",2020-10-28,"17","IL",NA,NA,3206442,9534638,41418274,9949796,10209841,4869766,6223668,6495668,2537314,744365,299996,63089,24771,"17-00000-20201028"
"578","State",2020-10-29,"17","IL",NA,NA,3290173,9450907,41444746,9911121,10107612,4891641,6237760,6558604,2563833,765942,312820,67538,27875,"17-00000-20201029"
"579","State",2020-10-30,"17","IL",NA,NA,3242771,9498309,45845271,11378111,11460100,5446554,6877889,6906767,2572605,779559,335190,62686,25810,"17-00000-20201030"
"580","State",2020-10-31,"17","IL",NA,NA,3569744,9171336,43043891,10515054,11251915,5314985,6528319,6095283,2238470,735886,287975,53526,22478,"17-00000-20201031"
"581","State",2020-11-01,"17","IL",NA,NA,4029768,8711312,41459508,10728308,10505649,4892807,5838176,5980874,2369886,712529,313927,78479,38873,"17-00000-20201101"
"582","State",2020-11-02,"17","IL",NA,NA,3692181,9048899,45454135,11114007,12534231,5669553,6516119,6381195,2273740,659749,244540,42932,18069,"17-00000-20201102"
"583","State",2020-11-03,"17","IL",NA,NA,3419338,9321742,42368119,10934048,11165762,5002366,5933918,6051771,2309235,667714,242705,43820,16780,"17-00000-20201103"
"584","State",2020-11-04,"17","IL",NA,NA,3595832,9145248,40789818,10343800,10433770,4854144,5871599,6021160,2277581,683526,241882,44940,17416,"17-00000-20201104"
"585","State",2020-11-05,"17","IL",NA,NA,3742381,8998699,43520449,10847551,11152780,5311690,6359056,6413110,2363269,694635,295717,59808,22833,"17-00000-20201105"
"586","State",2020-11-06,"17","IL",NA,NA,3852150,8888930,45445698,11179032,11629701,5591845,6522682,6710013,2516933,812683,370490,81681,30638,"17-00000-20201106"
"587","State",2020-11-07,"17","IL",NA,NA,3995650,8745430,41581990,10035237,10262686,4994355,6375064,6311973,2328596,766904,377600,89273,40302,"17-00000-20201107"
"588","State",2020-11-08,"17","IL",NA,NA,4405662,8335418,39823276,10013941,10228034,4701374,5840943,5815238,2269694,629197,233093,58805,32957,"17-00000-20201108"
"589","State",2020-11-09,"17","IL",NA,NA,3782852,8958228,44595469,11152125,11504994,5263616,6516203,6559209,2496752,741768,284404,53866,22532,"17-00000-20201109"
"590","State",2020-11-10,"17","IL",NA,NA,3659999,9081081,43507524,10698703,11239805,5115522,6268789,6490659,2554940,754958,305142,57212,21794,"17-00000-20201110"
"591","State",2020-11-11,"17","IL",NA,NA,3697807,9043273,43413886,10839182,10721330,5132883,6421700,6574293,2553176,773920,311063,62322,24017,"17-00000-20201111"
"592","State",2020-11-12,"17","IL",NA,NA,3700668,9040412,42625359,10649247,10778514,5025343,6160289,6333049,2498247,774772,314600,65659,25639,"17-00000-20201112"
"593","State",2020-11-13,"17","IL",NA,NA,3652712,9088368,44414097,10944990,11371397,5280044,6497343,6623597,2530776,762927,310685,67264,25074,"17-00000-20201113"
"594","State",2020-11-14,"17","IL",NA,NA,3889797,8851283,42034436,10143868,10969403,5210196,6390860,6143139,2173026,642387,277938,60821,22798,"17-00000-20201114"
"595","State",2020-11-15,"17","IL",NA,NA,4006713,8734367,37674763,9133581,9989556,4562098,5449924,5358891,2089874,664102,301660,78986,46091,"17-00000-20201115"
"596","State",2020-11-16,"17","IL",NA,NA,3975052,8766028,41859951,10403253,10876576,4996032,6073041,6226643,2262572,600496,306659,76572,38107,"17-00000-20201116"
"597","State",2020-11-17,"17","IL",NA,NA,3965216,8775864,42479947,10499176,10998614,5115083,6266001,6286051,2280919,615148,301400,78880,38675,"17-00000-20201117"
"598","State",2020-11-18,"17","IL",NA,NA,3868178,8872902,44648618,11255753,11599522,5320973,6497763,6526121,2347827,663936,316497,81965,38261,"17-00000-20201118"
"599","State",2020-11-19,"17","IL",NA,NA,3748986,8992094,44821934,11564316,11594604,5256678,6414074,6417169,2375065,754860,324468,82536,38164,"17-00000-20201119"
"600","State",2020-11-20,"17","IL",NA,NA,3709407,9031673,41542679,10293625,10647618,4902501,5964057,6014834,2408589,835140,351087,84973,40255,"17-00000-20201120"
"601","State",2020-11-21,"17","IL",NA,NA,3927984,8813096,39935314,9639672,10375863,4809151,5804532,5735463,2282841,859580,306889,80276,41047,"17-00000-20201121"
"602","State",2020-11-22,"17","IL",NA,NA,4035717,8705363,35355783,8588091,9670725,4432476,5086219,4728140,1753668,672663,303681,80583,39537,"17-00000-20201122"
"603","State",2020-11-23,"17","IL",NA,NA,3830552,8910528,39377847,9351244,10068481,4699004,5715668,5947325,2379784,799025,308048,74887,34381,"17-00000-20201123"
"604","State",2020-11-24,"17","IL",NA,NA,3773687,8967393,40501837,9432295,10388261,4845993,5978495,6197992,2436429,797338,304818,84050,36166,"17-00000-20201124"
"605","State",2020-11-25,"17","IL",NA,NA,3634467,9106613,42670886,10198239,11366759,5219662,6173356,6149683,2360932,774708,317098,80303,30146,"17-00000-20201125"
"606","State",2020-11-26,"17","IL",NA,NA,4071271,8669809,32742822,7938889,8471908,3774487,4636331,4866503,1976079,709553,270431,66561,32080,"17-00000-20201126"
"607","State",2020-11-27,"17","IL",NA,NA,3810325,8930755,42770214,10577015,11102775,5306293,6350771,6014405,2273595,768666,277836,65091,33767,"17-00000-20201127"
"608","State",2020-11-28,"17","IL",NA,NA,3878431,8862649,40092066,9958922,10625221,4924462,5871066,5531500,2075138,725888,271647,71711,36511,"17-00000-20201128"
"609","State",2020-11-29,"17","IL",NA,NA,4006971,8734109,37857306,9507242,10344022,4749291,5410316,4922948,1808631,684000,311193,83532,36131,"17-00000-20201129"
"610","State",2020-11-30,"17","IL",NA,NA,3890920,8850160,39789170,9599082,9948013,4661503,5718583,6154075,2501609,796254,296301,78166,35584,"17-00000-20201130"
"611","State",2020-12-01,"17","IL",NA,NA,3602459,9138621,42776261,10612191,10698060,4972525,6137203,6489226,2619511,821383,307505,83437,35220,"17-00000-20201201"
"612","State",2020-12-02,"17","IL",NA,NA,3531966,9209114,44074862,10962924,10922008,5115000,6408712,6743764,2640691,851081,314422,82382,33878,"17-00000-20201202"
"613","State",2020-12-03,"17","IL",NA,NA,3537646,9203434,43947651,10992092,10879407,5074106,6385687,6674238,2660937,839534,319285,83461,38904,"17-00000-20201203"
"614","State",2020-12-04,"17","IL",NA,NA,3454825,9286255,46312665,11585181,11634471,5447677,6731911,6982850,2658667,851846,310445,74625,34992,"17-00000-20201204"
"615","State",2020-12-05,"17","IL",NA,NA,3647257,9093823,44892895,11420565,11645894,5528223,6564291,6272147,2307736,772683,272945,71761,36650,"17-00000-20201205"
"616","State",2020-12-06,"17","IL",NA,NA,3901198,8839882,37485510,9379678,10029986,4602589,5446406,5041111,1902176,685698,280106,77141,40619,"17-00000-20201206"
"617","State",2020-12-07,"17","IL",NA,NA,3832750,8908330,38297960,9192980,9541022,4459588,5558398,5913783,2419571,793978,299341,79067,40232,"17-00000-20201207"
"618","State",2020-12-08,"17","IL",NA,NA,3655047,9086033,40417737,9757473,10028788,4681510,5848996,6302521,2548440,836658,295837,80248,37266,"17-00000-20201208"
"619","State",2020-12-09,"17","IL",NA,NA,3613086,9127994,40219082,9953967,9819142,4643652,5753952,6201600,2577145,844793,304210,83898,36723,"17-00000-20201209"
"620","State",2020-12-10,"17","IL",NA,NA,3608847,9132233,41943143,10502936,10426011,4847296,6023249,6323383,2569710,831757,300431,79401,38969,"17-00000-20201210"
"621","State",2020-12-11,"17","IL",NA,NA,3696570,9044510,41533163,9963426,10281197,4849712,6110740,6479333,2597999,827930,308025,76185,38616,"17-00000-20201211"
"622","State",2020-12-12,"17","IL",NA,NA,3882713,8858367,39669705,9590047,10518265,4880478,5853580,5564011,2128743,743978,273359,75271,41973,"17-00000-20201212"
"623","State",2020-12-13,"17","IL",NA,NA,4019640,8721440,35324606,8628915,9367381,4339642,5137258,4884948,1858026,710515,281213,77310,39398,"17-00000-20201213"
"624","State",2020-12-14,"17","IL",NA,NA,3756212,8984868,39307436,9426216,9791364,4587835,5723367,6064101,2485676,824664,292710,75610,35893,"17-00000-20201214"
"625","State",2020-12-15,"17","IL",NA,NA,3638979,9102101,40512282,10090551,9860970,4626820,5809911,6261343,2570600,864727,315022,78624,33714,"17-00000-20201215"
"626","State",2020-12-16,"17","IL",NA,NA,3706453,9034627,40104979,9689000,9843385,4577305,5821245,6284379,2562322,876169,332955,81577,36642,"17-00000-20201216"
"627","State",2020-12-17,"17","IL",NA,NA,3628755,9112325,41605013,9920265,10250513,4806839,6044669,6574594,2668178,880447,338829,84360,36319,"17-00000-20201217"
"628","State",2020-12-18,"17","IL",NA,NA,3716980,9024100,43801195,10468126,10809545,5082153,6385386,6862066,2769643,932905,367122,85919,38330,"17-00000-20201218"
"629","State",2020-12-19,"17","IL",NA,NA,3909997,8831083,42153028,10253996,10801398,5138571,6189465,6119253,2363638,843416,329933,79394,33964,"17-00000-20201219"
"630","State",2020-12-20,"17","IL",NA,NA,4069618,8671462,33728294,8390118,8832670,4091046,4840056,4675899,1806141,692328,298019,75603,26414,"17-00000-20201220"
"631","State",2020-12-21,"17","IL",NA,NA,3937288,8803792,39464627,9369281,9595230,4609730,5757677,6196530,2573430,902566,354296,79608,26279,"17-00000-20201221"
"632","State",2020-12-22,"17","IL",NA,NA,3987161,8753919,41505299,8751353,9929681,4910760,6264869,7027317,2955960,1081519,436139,113231,34470,"17-00000-20201222"
"633","State",2020-12-23,"17","IL",NA,NA,4034685,8706395,42737393,9068227,10392062,5098581,6582811,7057585,2917165,1041877,431131,109559,38395,"17-00000-20201223"
"634","State",2020-12-24,"17","IL",NA,NA,4102908,8638172,36784196,7524527,9504568,4576920,5748451,5879510,2323786,796084,311206,81538,37606,"17-00000-20201224"
"635","State",2020-12-25,"17","IL",NA,NA,4438727,8302353,22114866,4670138,5413266,2597777,3319640,3606993,1574441,613560,221877,59498,37676,"17-00000-20201225"
"636","State",2020-12-26,"17","IL",NA,NA,4125088,8615992,37250034,8668260,9776059,4548883,5519735,5360692,2127176,811874,317174,78108,42073,"17-00000-20201226"
"637","State",2020-12-27,"17","IL",NA,NA,4182694,8558386,36678441,9593870,9183359,4396373,5287875,5191363,1783387,618634,445203,127814,50563,"17-00000-20201227"
"638","State",2020-12-28,"17","IL",NA,NA,3796013,8945067,40872704,10318211,10040020,4845022,6025892,6326602,2175722,633203,364911,100405,42716,"17-00000-20201228"
"639","State",2020-12-29,"17","IL",NA,NA,3803278,8937802,40970125,10547280,10108080,4798010,5955257,6265072,2171144,624774,361286,97986,41236,"17-00000-20201229"
"640","State",2020-12-30,"17","IL",NA,NA,3814469,8926611,42044539,10638812,10572095,5015963,6192673,6361629,2135647,608357,374577,100727,44059,"17-00000-20201230"
"641","State",2020-12-31,"17","IL",NA,NA,3639422,9101658,43474570,11345075,11332317,5243411,6289621,6199771,2030522,579534,336235,79332,38752,"17-00000-20201231"
"642","State",2021-01-01,"17","IL",NA,NA,4623282,8117798,31622062,8532053,8408222,3803721,4504430,4226930,1328383,415638,281864,77642,43179,"17-00000-20210101"
"643","State",2021-01-02,"17","IL",NA,NA,3940294,8800786,40833993,10524060,10367248,4965729,5950534,5778024,1974002,668033,438345,118973,49045,"17-00000-20210102"
"644","State",2021-01-03,"17","IL",NA,NA,4249581,8491499,36426441,9585625,9350446,4414934,5244086,5007926,1659865,573520,423169,120872,45998,"17-00000-20210103"
"645","State",2021-01-04,"17","IL",NA,NA,3578326,9162754,41059643,10684847,10411596,4952047,6108449,5960688,2009033,488936,317976,89261,36810,"17-00000-20210104"
"646","State",2021-01-05,"17","IL",NA,NA,3512904,9228176,40135957,10320996,9969771,4780447,6020031,6046900,2048624,501154,316346,98448,33240,"17-00000-20210105"
"647","State",2021-01-06,"17","IL",NA,NA,3358284,9382796,41548727,10650812,10373977,5034246,6222385,6188104,2095170,509469,340591,99983,33990,"17-00000-20210106"
"648","State",2021-01-07,"17","IL",NA,NA,3356358,9384722,41412806,10734419,10344540,4958585,6168900,6113646,2089016,515519,349296,102164,36721,"17-00000-20210107"
"649","State",2021-01-08,"17","IL",NA,NA,3291663,9449417,44246672,11739005,11074182,5276101,6537509,6391918,2140380,555664,387602,105824,38487,"17-00000-20210108"
"650","State",2021-01-09,"17","IL",NA,NA,3391530,9349550,44712531,12162619,11425090,5473778,6508419,5948926,2049148,621720,387619,96214,38998,"17-00000-20210109"
"651","State",2021-01-10,"17","IL",NA,NA,3721545,9019535,38269243,10615193,10063962,4718335,5484880,4840123,1629007,510263,283726,76330,47424,"17-00000-20210110"
"652","State",2021-01-11,"17","IL",NA,NA,3525877,9215203,40339621,10605864,10203602,4866044,5995029,5856182,1977135,499061,228750,69629,38325,"17-00000-20210111"
"653","State",2021-01-12,"17","IL",NA,NA,3447263,9293817,41113242,10787612,10370864,4943134,6120572,6006658,2036411,502699,234533,72771,37988,"17-00000-20210112"
"654","State",2021-01-13,"17","IL",NA,NA,3381149,9359931,41716992,10911809,10495779,5022082,6249504,6080942,2076334,517886,240919,77214,44523,"17-00000-20210113"
"655","State",2021-01-14,"17","IL",NA,NA,3367375,9373705,41315362,10877487,10320859,4927493,6140107,6074460,2070694,519561,260456,79081,45164,"17-00000-20210114"
"656","State",2021-01-15,"17","IL",NA,NA,3272624,9468456,46878257,12458483,11595599,5594241,7019473,6864440,2290481,597343,329812,85808,42577,"17-00000-20210115"
"657","State",2021-01-16,"17","IL",NA,NA,3511171,9229909,48104253,13221601,11994658,5804952,7096372,6652821,2227581,688377,314799,67288,35804,"17-00000-20210116"
"658","State",2021-01-17,"17","IL",NA,NA,3482516,9258564,42143452,11650449,10602868,5160752,6185409,5603480,1826893,598610,366761,92214,56016,"17-00000-20210117"
"659","State",2021-01-18,"17","IL",NA,NA,3110511,9630569,47528632,12554464,11299261,5676857,7144573,7212836,2446972,681626,349087,99964,62992,"17-00000-20210118"
"660","State",2021-01-19,"17","IL",NA,NA,3518854,9222226,39119823,10435103,9545906,4654133,5921499,5903500,1896102,437543,213233,68798,44006,"17-00000-20210119"
"661","State",2021-01-20,"17","IL",NA,NA,3429794,9311286,40996861,10952028,9997461,4899490,6235360,6195709,1946133,438049,216918,75263,40450,"17-00000-20210120"
"662","State",2021-01-21,"17","IL",NA,NA,3178405,9562675,46072759,12701132,11226466,5460690,6891286,6764980,2157710,492273,246501,82821,48900,"17-00000-20210121"
"663","State",2021-01-22,"17","IL",NA,NA,3105136,9635944,46993648,12847861,11378366,5570444,7041940,6895007,2188625,613149,320141,88657,49458,"17-00000-20210122"
"664","State",2021-01-23,"17","IL",NA,NA,3169054,9572026,46003455,12527968,11246204,5570240,6854505,6421753,2188726,739715,339282,75793,39269,"17-00000-20210123"
"665","State",2021-01-24,"17","IL",NA,NA,3562020,9179060,40994799,11558242,10178359,4964400,5973986,5455251,1788721,585772,341074,88462,60532,"17-00000-20210124"
"666","State",2021-01-25,"17","IL",NA,NA,3370037,9371043,40651423,11444936,10281745,4822045,5919662,5649534,1804240,407945,202747,67031,51538,"17-00000-20210125"
"667","State",2021-01-26,"17","IL",NA,NA,3626772,9114308,40850426,11156562,10162651,4895949,6175404,5935631,1813833,405367,185526,70778,48725,"17-00000-20210126"
"668","State",2021-01-27,"17","IL",NA,NA,3309433,9431647,42463334,11353980,10492409,5125250,6439057,6247044,2003728,466373,214848,75869,44776,"17-00000-20210127"
"669","State",2021-01-28,"17","IL",NA,NA,3247429,9493651,42773764,11426347,10522159,5111546,6473328,6344936,2038513,485046,243161,82232,46496,"17-00000-20210128"
"670","State",2021-01-29,"17","IL",NA,NA,3104767,9636313,46260291,12520407,11409734,5558756,6919124,6710465,2142449,559896,308394,86758,44308,"17-00000-20210129"
"671","State",2021-01-30,"17","IL",NA,NA,3270215,9470865,44053469,12327101,11236474,5443249,6507708,5785626,1838166,550130,257637,65642,41736,"17-00000-20210130"
"672","State",2021-01-31,"17","IL",NA,NA,4044568,8696512,38775931,11345076,10057576,4658207,5536412,4790438,1452329,471916,298764,95180,70033,"17-00000-20210131"
"673","State",2021-02-01,"17","IL",NA,NA,3369634,9371446,45985229,12598906,11140353,5472726,6926823,6702319,2182270,547406,272405,82876,59145,"17-00000-20210201"
"674","State",2021-02-02,"17","IL",NA,NA,3240580,9500500,46693033,12601776,11441531,5536200,7058486,6972545,2225834,514798,221033,77485,43345,"17-00000-20210202"
"675","State",2021-02-03,"17","IL",NA,NA,3131402,9609678,45761604,12554476,11252193,5445592,6867207,6692112,2106747,496910,222381,78376,45610,"17-00000-20210203"
"676","State",2021-02-04,"17","IL",NA,NA,3275254,9465826,43629523,12224062,10830538,5109113,6382438,6255606,2015940,456572,226875,78382,49997,"17-00000-20210204"
"677","State",2021-02-05,"17","IL",NA,NA,3085216,9655864,48615636,13347918,12063538,5796084,7256085,6991163,2186735,556880,284550,82904,49779,"17-00000-20210205"
"678","State",2021-02-06,"17","IL",NA,NA,3221107,9519973,45918296,12565690,11522332,5610199,6876123,6362503,2036690,595486,243293,60345,45635,"17-00000-20210206"
"679","State",2021-02-07,"17","IL",NA,NA,3637992,9103088,44561296,12746787,11005786,5376610,6618343,5986955,1858569,526849,285114,87015,69268,"17-00000-20210207"
"680","State",2021-02-08,"17","IL",NA,NA,3417007,9324073,47784821,13227864,11245241,5539909,7160237,7166422,2395783,594051,296387,87830,71097,"17-00000-20210208"
"681","State",2021-02-09,"17","IL",NA,NA,3327364,9413716,47548535,12745364,11757209,5715040,7193257,7051297,2219756,507481,227636,78463,53032,"17-00000-20210209"
"682","State",2021-02-10,"17","IL",NA,NA,3303405,9437675,47720823,12610804,11576985,5798010,7322479,7227523,2301378,513292,237291,80044,53017,"17-00000-20210210"
"683","State",2021-02-11,"17","IL",NA,NA,3142287,9598793,50640823,13660722,12167730,6030507,7697118,7646959,2468002,564061,262099,84403,59222,"17-00000-20210211"
"684","State",2021-02-12,"17","IL",NA,NA,2980460,9760620,49229107,13372089,11935941,5776946,7347942,7266532,2376013,614942,370481,110205,58016,"17-00000-20210212"
"685","State",2021-02-13,"17","IL",NA,NA,3409380,9331700,45898185,12529422,11193573,5582158,6992556,6617401,2132693,555765,196306,53749,44562,"17-00000-20210213"
"686","State",2021-02-14,"17","IL",NA,NA,3520689,9220391,45151174,12742290,10966629,5437563,6731904,6180917,1952703,612862,358311,95193,72802,"17-00000-20210214"
"687","State",2021-02-15,"17","IL",NA,NA,3535837,9205243,46761817,12807458,11115559,5542726,7062210,7069178,2229693,533291,263150,75048,63504,"17-00000-20210215"
"688","State",2021-02-16,"17","IL",NA,NA,3618611,9122469,45746157,12595092,11328399,5507695,6885710,6656854,1988167,440986,210199,71858,61197,"17-00000-20210216"
"689","State",2021-02-17,"17","IL",NA,NA,3150109,9590971,49191509,13326373,11818460,5881434,7511335,7441217,2354690,518420,216468,70738,52374,"17-00000-20210217"
"690","State",2021-02-18,"17","IL",NA,NA,2943980,9797100,53332091,14459983,12783182,6313412,8098085,8089611,2608025,595937,248815,79444,55597,"17-00000-20210218"
"691","State",2021-02-19,"17","IL",NA,NA,2895394,9845686,53168065,14710543,12935439,6285383,7887629,7734363,2487345,642953,341484,87698,55228,"17-00000-20210219"
"692","State",2021-02-20,"17","IL",NA,NA,3095182,9645898,49482446,13761020,12118855,6029805,7421773,6851711,2263833,660448,266957,61812,46232,"17-00000-20210220"
"693","State",2021-02-21,"17","IL",NA,NA,3307001,9434079,46924409,13122556,11452273,5697281,6976340,6389613,2099051,680986,353167,84782,68360,"17-00000-20210221"
"694","State",2021-02-22,"17","IL",NA,NA,3051874,9689206,51994557,14589305,12472153,6061307,7705112,7699699,2510533,574604,236776,78462,66606,"17-00000-20210222"
"695","State",2021-02-23,"17","IL",NA,NA,2957091,9783989,54280943,15141952,13076979,6358083,8086624,8052926,2593671,601184,238225,77990,53309,"17-00000-20210223"
"696","State",2021-02-24,"17","IL",NA,NA,2969216,9771864,52117649,14525894,12504707,6156406,7786167,7726141,2488235,574603,232823,75479,47194,"17-00000-20210224"
"697","State",2021-02-25,"17","IL",NA,NA,2948563,9792517,53337398,15055791,12968143,6235033,7877343,7727213,2485408,586556,264286,85178,52447,"17-00000-20210225"
"698","State",2021-02-26,"17","IL",NA,NA,2780900,9960180,54767649,15470394,13280791,6444273,8056342,7817298,2497411,680013,373118,96583,51426,"17-00000-20210226"
"699","State",2021-02-27,"17","IL",NA,NA,2861688,9879392,54505672,15799295,13230618,6531281,8030321,7378386,2442242,714050,278332,61848,39299,"17-00000-20210227"
"700","State",2021-02-28,"17","IL",NA,NA,3216833,9524247,49674654,14461679,12102280,5937309,7261782,6551514,2144516,684476,378531,87245,65322,"17-00000-20210228"
"701","State",2021-03-01,"17","IL",NA,NA,2975682,9765398,53738936,15261445,12758550,6230514,7917745,7810935,2609022,678717,324539,89467,58002,"17-00000-20210301"
"702","State",2021-03-02,"17","IL",NA,NA,2907206,9833874,53573164,14920088,13059288,6343403,7971185,7769122,2509137,612434,261597,81763,45147,"17-00000-20210302"
"703","State",2021-03-03,"17","IL",NA,NA,2931847,9809233,54238858,15371393,13150909,6419831,8030112,7774264,2479006,606434,271630,88470,46809,"17-00000-20210303"
"704","State",2021-03-04,"17","IL",NA,NA,2865567,9875513,54303386,15374974,13226104,6412118,7991641,7772487,2498832,611682,277467,85090,52991,"17-00000-20210304"
"705","State",2021-03-05,"17","IL",NA,NA,2725751,10015329,55912113,16120603,13634104,6517069,8111491,7839885,2514966,673900,359903,93536,46656,"17-00000-20210305"
"706","State",2021-03-06,"17","IL",NA,NA,2802248,9938832,54340895,15685074,13415461,6582072,8017075,7276711,2367546,657270,245028,56816,37842,"17-00000-20210306"
"707","State",2021-03-07,"17","IL",NA,NA,3023961,9647860,49778538,14757297,11941582,5876518,7186824,6579718,2199139,702884,384856,90947,58773,"17-00000-20210307"
"708","State",2021-03-08,"17","IL",NA,NA,2858801,9813020,54375619,16172321,13090843,6282654,7903285,7533590,2429047,580308,250059,75364,58148,"17-00000-20210308"
"709","State",2021-03-09,"17","IL",NA,NA,2810673,9861148,57510506,17182433,13692991,6621824,8374700,8095192,2580179,598378,240218,78535,46056,"17-00000-20210309"
"710","State",2021-03-10,"17","IL",NA,NA,2797704,9874117,54246437,15845611,13241530,6389058,7951969,7510479,2375893,561536,244617,77318,48426,"17-00000-20210310"
"711","State",2021-03-11,"17","IL",NA,NA,2809982,9861839,54710403,15843031,13191693,6393109,8054283,7781841,2475607,594469,254296,75015,47059,"17-00000-20210311"
"712","State",2021-03-12,"17","IL",NA,NA,2629529,10042292,55747249,16092655,13515222,6504916,8172555,7815140,2513612,663138,343473,85423,41115,"17-00000-20210312"
"713","State",2021-03-13,"17","IL",NA,NA,2672908,9998913,56075039,16586344,13598232,6752871,8253579,7426767,2433303,701204,243811,48156,30772,"17-00000-20210313"
"714","State",2021-03-14,"17","IL",NA,NA,2932567,9739254,49129742,13826599,11938262,5950372,7312584,6606302,2221196,729324,397098,92030,55975,"17-00000-20210314"
"715","State",2021-03-15,"17","IL",NA,NA,3007532,9664289,50151494,14127964,12122445,5857691,7465125,7324780,2332797,553358,236397,73746,57191,"17-00000-20210315"
"716","State",2021-03-16,"17","IL",NA,NA,2713267,9958554,57582714,16380183,14088095,6819369,8584681,8171667,2569389,607018,241358,70761,50193,"17-00000-20210316"
"717","State",2021-03-17,"17","IL",NA,NA,2724302,9947519,53520371,14826995,13044334,6421632,8117299,7752231,2440028,567529,230864,73046,46413,"17-00000-20210317"
"718","State",2021-03-18,"17","IL",NA,NA,2687115,9984706,55260050,15566121,13545478,6568489,8274257,7843369,2479284,592029,259359,78107,53557,"17-00000-20210318"
"719","State",2021-03-19,"17","IL",NA,NA,2482265,10189556,57416885,16568182,14015830,6737304,8408589,7918144,2532020,686831,384075,106088,59822,"17-00000-20210319"
"720","State",2021-03-20,"17","IL",NA,NA,2544813,10127008,55172378,16023676,13413091,6609777,8092183,7356267,2465785,746983,327554,80810,56252,"17-00000-20210320"
